id,tendencia,explicación,url,media,time,suceso
63,Riquelme,Por su gol ante Tigre en la #PrimeraNacional,https://t.co/AXql1bqxyZ,https://pbs.twimg.com/ext_tw_video_thumb/1407801468149714948/pu/img/m-ahYhURxANE9e_l.jpg,2021-06-23 22:01:26,deportivo
64,AliDaei,Porque Cristiano Ronaldo alcanzó los 109 goles con Portugal y lo igualó como máximo anotador en la historia de las Selecciones,https://t.co/AmsyYrCSnG,https://pbs.twimg.com/media/E4mL2txWUAIsFLF.jpg,2021-06-23 21:17:46,deportivo
65,Alemania,Porque clasificó a octavos de la #EURO2020 y enfrentará a Inglaterra,https://t.co/GXF2xUbVyk,https://pbs.twimg.com/media/E4mK9kZWQAIzAN_.jpg,2021-06-23 21:13:52,deportivo
66,Francia,Porque clasificó a octavos de la #EURO2020 y enfrentará a Suiza,https://t.co/4dFCbG519x,https://pbs.twimg.com/media/E4mKg62XoAc9Vzf.jpg,2021-06-23 21:11:55,deportivo
67,ESTEVERANO,Por el nuevo videoclip de Seven Kayne,https://t.co/VSOchJw9my,https://pbs.twimg.com/media/E4l9jiwX0AU0Tev.jpg,2021-06-23 20:15:17,artístico
68,JohnMcAfee,Porque informan que fue hallado muerto en prisión,https://t.co/sT8s1eaKtP,https://pbs.twimg.com/media/E4l9a5lWEAUBEKT.jpg,2021-06-23 20:14:42,trágico
69,Schiavi,Porque informan que la Justicia le redujo 192 días de su pena por 'estímulo educativo',https://t.co/exDbVY5w87,https://pbs.twimg.com/media/E4lzuDmWEAQHDoP.jpg,2021-06-23 19:32:19,político
70,España,Porque venció a Eslovaquia y enfrentará a Croacia en los octavos de la #EURO2020,https://t.co/hZP3MOWKw1,https://pbs.twimg.com/media/E4lf0wEXoAMvJva.jpg,2021-06-23 18:05:23,deportivo
71,Capaldo,Porque fue presentado en el Red Bull Salzburgo,https://t.co/rEl1Nax2zz,https://pbs.twimg.com/ext_tw_video_thumb/1407585904357687296/pu/img/ZbUr3KN9wVmfUi_2.jpg,2021-06-23 16:30:13,deportivo
72,EstadoDerecho,Por las declaraciones de Victoria Tolosa Paz en #DichoEsto,https://t.co/dsUhMkLTDL,https://pbs.twimg.com/ext_tw_video_thumb/1407736204129357839/pu/img/el8rm_6sm5Lp9s-n.jpg,2021-06-23 16:26:17,mediático
73,Puerta12,Porque se cumplen 53 años desde que 71 personas murieron tras un partido entre River y Boca,https://t.co/ANl2kT3J0W,https://pbs.twimg.com/media/E4k4tj9XwAczFRs.jpg,2021-06-23 15:14:31,conmemorativo
74,Interpol,Porque emitió una notificación amarilla por Guadalupe Belen Lucero Cialone,https://t.co/kSfHDTkzao,https://pbs.twimg.com/media/E4k1mkOXEAQ_Rin.jpg,2021-06-23 15:00:56,político
75,HombreAraña,Por su encuentro con el Papa Francisco,https://t.co/zCxuWbJlTb,https://pbs.twimg.com/media/E4kxpJaXoAQJFTh.jpg,2021-06-23 14:43:37,aislado
76,NicolásGonzález,Porque es nuevo jugador de Fiorentina,https://t.co/FIN8kNGd6K,https://pbs.twimg.com/media/E4kqjFJWYAUTm1N.jpg,2021-06-23 14:12:37,deportivo
77,SKY2,Por el trailer de la segunda temporada de #SkyRojo,https://t.co/FLT6PYgnvK,https://pbs.twimg.com/media/E4kXC_KWQAUnm7J.jpg,2021-06-23 14:10:35,artístico
78,NadiaPodoroska,Porque derrotó a Patricia Tig y avanzó a los cuartos de #BadHomburg,https://t.co/JWVKitHFxv,https://pbs.twimg.com/media/E4kp9qHXMAMmfA0.jpg,2021-06-23 14:10:04,deportivo
79,Suns,Por su victoria ante LA Clippers en el #Juego2 de los #NBAPlayoffs,https://t.co/suJj3ALRHE,https://pbs.twimg.com/ext_tw_video_thumb/1407549287941169154/pu/img/niKx8d3KzmAv5csc.jpg,2021-06-23 4:04:58,deportivo
80,NelsonSosa,Por el gol que le anuló a Gimnasia de Mendoza en su partido ante Deportivo Riestra debido a una supuesta mano,https://t.co/43saZnpmtd,https://pbs.twimg.com/ext_tw_video_thumb/1407514530008252417/pu/img/MJijFeeWMeq-Vt8g.jpg,2021-06-23 2:15:18,deportivo
81,Detroit,Porque los Pistons obtuvieron el primer pick para el #NBADraft2021,https://t.co/dYRldvwgnL,https://pbs.twimg.com/media/E4h53KhXwAIstaf.jpg,2021-06-23 1:20:40,deportivo
82,Vegetti,Porque convirtió el gol para la victoria de Belgrano ante Estudiantes de Río Cuarto en la #PrimeraNacional,https://t.co/3jgVW84dbZ,https://pbs.twimg.com/amplify_video_thumb/1407493224609034240/img/MK7y1zDEtZ2y1hN2.jpg,2021-06-23 1:20:11,deportivo
83,Heller,Porque interrumpió una reunión de Diputados para recordar el gol de Diego Maradona a Inglaterra,https://t.co/yHGupKtHTu,https://pbs.twimg.com/ext_tw_video_thumb/1407484979114921990/pu/img/0ipPXeu07KVawiuL.jpg,2021-06-22 23:45:55,aislado
84,Trueno,Porque Nicki Nicole contó que le propuso casamiento,https://t.co/S1aWdZ9B6E,https://pbs.twimg.com/ext_tw_video_thumb/1407468577901400065/pu/img/5ys_s5fUiTwSbwe3.jpg,2021-06-22 22:40:44,aislado
85,DeltaPlus,Por la advertencia del Ministerio de Salud de India sobre una nueva variante del #COVID19,https://t.co/bNxJ33wSEj,https://pbs.twimg.com/media/E4hGb5GXMAUBsq8.png,2021-06-22 21:35:59,covid
86,Modric,Por su gol ante Escocia en la #EURO2020,https://t.co/zczGw1QhyI,https://pbs.twimg.com/amplify_video_thumb/1407434596816506882/img/JMm7QHdakkJpZ0cK.jpg,2021-06-22 20:54:14,deportivo
87,ClubDeParís,Por el anuncio de Martín Guzmán,https://t.co/9qntlFmY0C,https://pbs.twimg.com/ext_tw_video_thumb/1407430289702457345/pu/img/hPjCc2lsxwKGrxcd.jpg,2021-06-22 20:08:40,político
88,HoracioGonzález,Porque informan que murió a sus 77 años,https://t.co/0NiSng7sZr,https://pbs.twimg.com/media/E4gyPlYWEAod15i.jpg,2021-06-22 20:07:46,conmemorativo
89,GritaloPorD10S,Por la iniciativa de @Argentina,https://t.co/gLA2OAChVU,https://pbs.twimg.com/ext_tw_video_thumb/1403351185852145666/pu/img/9o8NUMN8LJ6ISGxQ.jpg,2021-06-22 18:49:55,conmemorativo
90,DelPotro,Porque no participará en #Tokyo2020,https://t.co/mlg53R12ep,https://pbs.twimg.com/media/E4gDXGKWQAgpwy5.jpg,2021-06-22 16:42:57,deportivo
91,Metallica,Porque anunció #TheMetallicaBlacklist,https://t.co/pKoMtoJhP7,https://pbs.twimg.com/media/E4fpfOsXIAsMZZ_.jpg,2021-06-22 14:49:54,artístico
92,UEFA,Porque rechazó la petición para que el Allianz Arena se ilumine con los colores del arcoíris durante el próximo partido de Alemania en la #EURO2020,https://t.co/1vO3E8Kj6n,https://pbs.twimg.com/media/E4fpZLeWEAMmgX6.png,2021-06-22 14:49:29,aislado
93,MerylStreep,Porque cumple 72 años,https://t.co/qDa8FHmbRj,https://pbs.twimg.com/media/E4faXF1WQAALuGK.jpg,2021-06-22 13:43:48,conmemorativo
94,Abdala,"Porque informan que esa vacuna contra el #COVID19 tiene un 92,28% de eficacia",https://t.co/yXspRQmfcN,https://pbs.twimg.com/media/E4fW8tzWYAY-Iqw.jpg,2021-06-22 13:28:54,covid
95,Maradona,Porque se cumplen 35 años desde sus dos goles para la victoria de la Selección Argentina ante Inglaterra en #Mexico86,https://t.co/ENgOsWa7bA,https://pbs.twimg.com/ext_tw_video_thumb/1321597364629590016/pu/img/evbAE7WkPGFugoTM.jpg,2021-06-22 13:16:31,conmemorativo
96,Papu,Porque Alejandro Gómez convirtió el gol para la victoria de la Selección Argentina,https://t.co/9b6NInVzrZ,https://pbs.twimg.com/media/E4chVCnWYAAbvUp.jpg,2021-06-22 2:16:28,deportivo
97,ARGPAR,Porque la Selección Argentina venció a Paraguay y clasificó a los cuartos de la #CopaAmerica,https://t.co/Nj4lu0fwFw,https://pbs.twimg.com/media/E4c5t-eXwAIXFTu.jpg,2021-06-22 2:01:56,deportivo
98,JuegaMessi,Porque informan que Lionel Messi será titular en el partido de la Selección Argentina ante Paraguay,https://t.co/NcNbsaVani,https://pbs.twimg.com/media/E4cLmW7XMAQYkLB.jpg,2021-06-21 22:40:27,deportivo
99,Formosa,Por las declaraciones de Michelle Bachelet en el #CDH47,https://t.co/k1YvRxHNnK,https://pbs.twimg.com/media/E4cHdz-XIAUk6Cm.jpg,2021-06-21 22:22:24,político
100,CarlaVizzotti,Por sus declaraciones sobre las vacunas contra el #COVID19,https://t.co/IuvxsWHUv3,https://pbs.twimg.com/media/E4b4HonXoAMJ72x.png,2021-06-21 21:15:20,covid
101,250NOW,"Por la nueva canción de MYA, Tini y Duki ",https://t.co/NpEGwJ6x2h,https://pbs.twimg.com/media/E4b3-R0XoAIBJho.jpg,2021-06-21 21:14:42,artístico
102,Samid,Por la difusión de este video,https://t.co/zoqZsjQ3qf,https://pbs.twimg.com/ext_tw_video_thumb/1407080200811188227/pu/img/vhNeiVNOWrYQ5C96.jpg,2021-06-21 21:13:51,aislado
103,Dinamarca,Porque derrotó a Rusia y clasificó a los octavos de la #EURO2020,https://t.co/yavXhrQ1mI,https://pbs.twimg.com/media/E4b0pUXWUAAGhPS.jpg,2021-06-21 21:00:09,deportivo
104,Austria,Porque venció a Ucrania y enfrentará a Italia en los octavos de la #EURO2020,https://t.co/4KOCQMbzJa,https://pbs.twimg.com/media/E4bRNbjXEAEoQo0.jpg,2021-06-21 18:25:20,deportivo
105,FreePaulo,Por el pedido para que Paulo Londra pueda volver a publicar música,https://t.co/MELhlbP1Fr,https://pbs.twimg.com/media/E4bOzJwWUAQhHjO.jpg,2021-06-21 18:14:49,aislado
106,ArgentinaMéxico,Porque convocaron a sus embajadores en Nicaragua para consultarles sobre 'las preocupantes acciones políticas-legales realizadas por el gobierno nicaragüense en los últimos días',https://t.co/sG0vMMSoR5,https://pbs.twimg.com/media/E4a-hPoXEAQ5wBq.png,2021-06-21 17:03:41,político
107,Arboleda,Porque deja de ser arquero de Banfield,https://t.co/JtElnnhqnz,https://pbs.twimg.com/media/E4a-Nv7XoAYMtIg.jpg,2021-06-21 17:02:21,deportivo
108,Randazzo,Por un artículo de Clarín,https://t.co/RLn4H99HGS,https://images.clarin.com/2021/05/15/el-ex-ministro-florencio-randazzo___3getVbRR9_1256x620__1.jpg,2021-06-21 17:01:53,político
109,Ariana,Por el estreno de #PovLivePerformance,https://t.co/GJjtiYjQxw,https://pbs.twimg.com/media/E4a1CjbXoAI_BP0.jpg,2021-06-21 16:22:15,artístico
110,El38%,Por un informe de la Dirección Nacional de Migraciones,https://t.co/wHWxkB5SqQ,https://pbs.twimg.com/media/E4ab58mWEAIBnaS.png,2021-06-21 14:32:27,político
111,CafeEnMano,Por el stream de @Lbaini,https://t.co/twhZxPSvVy,https://pbs.twimg.com/media/E4aNDcIWEAQ5Msy?format=jpg&name=360x360,2021-06-21 14:31:55,aislado
112,Delta,Por la detección de esa variante de coronavirus en un viajero proveniente de Estados Unidos,https://t.co/Ztj31l2b63,https://pbs.twimg.com/media/E4aZkJ-X0AEjh-e.png,2021-06-21 14:22:13,covid
113,Brandoni,Por el hilo que publicó @docdalessandro,https://t.co/aFCcqKop3r,https://pbs.twimg.com/media/E4aX4mHWYAAjslU.png,2021-06-21 14:14:52,aislado
114,AstraZeneca,Porque llegaron al país 1.139.000 dosis de esa vacuna contra el #COVID19,https://t.co/lU564lnk1t,https://pbs.twimg.com/media/E4aT4iHWEAAabd7.jpg,2021-06-21 13:57:24,covid
115,Quini6,Porque un apostador de Córdoba ganó casi 193 millones de pesos en ese juego,https://t.co/h4WAQcscm5,https://pbs.twimg.com/media/E4aTofxXEAIvhDs.jpg,2021-06-21 13:56:18,aislado
116,Perú,Porque venció a Colombia en la fase de grupos de la #CopaAmerica,https://t.co/JtBLv9i7IN,https://pbs.twimg.com/media/E4XubUmXwAAabNN.jpg,2021-06-21 1:54:30,deportivo
117,MorenaBeltrán,Por el video que publicó @morenabeltran10,https://t.co/pELIlX67Ps,https://pbs.twimg.com/ext_tw_video_thumb/1406750812169281538/pu/img/5kpdlJ3eXCN4VJSh.jpg,2021-06-21 1:02:37,aislado
118,Crece,Por un artículo de @LANACION,https://t.co/LXScFAh2uB,https://pbs.twimg.com/media/E4XZiSVWQAgpbCv?format=jpg&name=small,2021-06-21 1:00:48,mediático
119,Venezuela,Porque empató con Ecuador en la fase de grupos de la #CopaAmerica,https://t.co/O5bCfzAXHX,https://pbs.twimg.com/media/E4XKyS4XoAkq7Ar.jpg,2021-06-20 23:18:47,deportivo
120,JuanForn,Porque informan que murió a sus 61 años,https://t.co/NK2W9Bur55,https://pbs.twimg.com/media/E4XKqoBWQAQiq7q.jpg,2021-06-20 23:18:16,trágico
121,UEFA,Porque había iniciado una revisión sobre la cinta de capitán de Manuel Neuer,https://t.co/IuFmPAnf1R,https://pbs.twimg.com/media/E4W2_mpXwAcF9Zm.jpg,2021-06-20 21:52:20,deportivo
122,RayoVallecano,Porque derrotó a Girona y ascendió a #LaLiga,https://t.co/QGMKjpJ2bz,https://pbs.twimg.com/media/E4Wxy-iX0AYFs-6.jpg,2021-06-20 21:29:37,deportivo
123,Afroamericanos,Por las declaraciones de Alberto Fernández,https://t.co/3zJw3zpi9L,https://pbs.twimg.com/ext_tw_video_thumb/1406725610760724480/pu/img/1KzmjeD8PLsPIABZ.jpg,2021-06-20 21:28:30,político
124,Gales,Porque perdió ante Italia y clasificó a los octavos de la #EURO2020,https://t.co/fDhHmvtfIh,https://pbs.twimg.com/media/E4WB-wGXIAYoLwJ.jpg,2021-06-20 18:00:42,deportivo
125,Dalas,Por las respuestas de @DalasReview a un tweet de @baalkisses,https://t.co/hyVEkhTDKc,https://pbs.twimg.com/media/E4WBsmXWQAAt6gE.jpg,2021-06-20 17:59:29,aislado
126,Juanita,Por sus preguntas a Gladys Florimonte en #LaNocheDeML,https://t.co/BXYOoF474F,https://pbs.twimg.com/ext_tw_video_thumb/1406643426184019970/pu/img/HQHustobTlr-YRiG.jpg,2021-06-20 16:03:41,mediático
127,Verstappen,Porque ganó el #FrenchGP de la #Formula1,https://t.co/0N6nHfA5Ui,https://pbs.twimg.com/media/E4VTO2aX0AoBezV.jpg,2021-06-20 14:36:27,deportivo
128,Bucks,Porque vencieron a Brooklyn Nets y avanzaron a la final de conferencia en los #NBAPlayoffs,https://t.co/XB0pR9WZAL,https://pbs.twimg.com/media/E4S7QzkXMAE3CSl.jpg,2021-06-20 3:32:29,deportivo
129,DiaDeLaBandera,Porque se conmemora el fallecimiento de Manuel Belgrano,https://t.co/tNiCaOqHdr,https://pbs.twimg.com/media/E4S4C8ZWYAYvdMJ.jpg,2021-06-20 3:18:26,conmemorativo
130,ManuelBelgrano,Porque se cumplen 201 años desde su fallecimiento,https://t.co/drsWsQH3yb,https://pbs.twimg.com/media/E4S2lGQWEAYvfmy.jpg,2021-06-20 3:12:01,conmemorativo
131,Duhalde,Por sus declaraciones sobre Alberto Fernández en #EstudioAbierto,https://t.co/JC7u0O58o2,https://pbs.twimg.com/ext_tw_video_thumb/1406434431297073154/pu/img/LDpaLdekhxpw6cIJ.jpg,2021-06-20 2:11:21,político
132,Mayra,Por el tweet que publicó @mayrasmendoza,https://t.co/nCinr27OY5,https://pbs.twimg.com/media/E4RAzjzWQAYNW2g.jpg,2021-06-19 18:37:28,aislado
133,Exitosa,Por un artículo de Infobae,https://t.co/x5hN3ly5F2,https://pbs.twimg.com/media/E4RApq0WEAQoqC8.jpg,2021-06-19 18:36:47,político
134,Alemania,Porque venció a Portugal en la fase de grupos de la #EURO2020,https://t.co/Xpa3y2hW8S,https://pbs.twimg.com/media/E4Q3Dp7XMAM0R5O.jpg,2021-06-19 17:54:52,deportivo
135,Depay,Porque es nuevo jugador del Barcelona,https://t.co/YnhopfAEfa,https://pbs.twimg.com/media/E4QsCFiWYAUhk6b.jpg,2021-06-19 17:06:42,deportivo
136,LosNocheros,Por las declaraciones de Kike Teruel en #ArribaCordoba sobre el #COVID19,https://t.co/qFVrqeMf5K,https://pbs.twimg.com/ext_tw_video_thumb/1406280349542502401/pu/img/oE3kc8TS7G-jqRcR.jpg,2021-06-19 16:00:02,covid
137,Crueldad,Por las declaraciones de Santiago Cafiero en #LlegóElSábado,https://t.co/kbM1FdMYzF,https://pbs.twimg.com/media/E4QR9BBXIAECDeJ.jpg,2021-06-19 15:12:46,político
138,Freijo,Por tweets que publicó @mariaFFreijo,https://t.co/rHK0hNaxvD,https://pbs.twimg.com/media/E4QRVPfWYAI2DTf.jpg,2021-06-19 15:10:03,aislado
139,Hungría,Porque empató con Francia en la fase de grupos de la #EURO2020,https://t.co/elQwexO07G,https://pbs.twimg.com/media/E4QPTEzWYAEZ7yo.jpg,2021-06-19 15:01:09,deportivo
140,MessiCM,Por publicaciones de Lionel Messi en Instagram,https://t.co/95gDhFMi7w,https://pbs.twimg.com/media/E4QLmFxXIAIs9Xd.jpg,2021-06-19 14:45:00,aislado
141,JuanAlberdi,Porque se cumplen 137 años desde su fallecimiento,https://t.co/JRltztu2qX,https://pbs.twimg.com/media/E4QAEpFXoAM1iRZ.jpg,2021-06-19 13:54:38,conmemorativo
142,Aguinaldo,Por el tweet que publicó @chino_navarrook,https://t.co/jckBBm56Fv,https://pbs.twimg.com/media/E4P_5luXwAAif5a.jpg,2021-06-19 13:53:54,aislado
143,Tarados,Por las declaraciones de Axel Kicillof,https://t.co/17MbKjAa23,https://pbs.twimg.com/ext_tw_video_thumb/1406242671501484033/pu/img/H9UOIVIwz6Emh_FJ.jpg,2021-06-19 13:29:25,político
144,JoséArtigas,Porque se cumplen 257 años desde su nacimiento,https://t.co/vsRqytYNXp,https://pbs.twimg.com/media/E4P6JPcWQAIdhBY.jpg,2021-06-19 13:28:45,conmemorativo
145,Pasman,Por sus declaraciones sobre Lionel Messi en #Intratables,https://t.co/iI01sNKTl5,https://pbs.twimg.com/ext_tw_video_thumb/1406234464062214147/pu/img/_98z5FN1zg_YPid2.jpg,2021-06-19 12:58:13,mediático
146,VamosSelección,Por la victoria de Argentina ante Uruguay en la fase de grupos de la #CopaAmerica,https://t.co/XPGuDMRmmn,https://pbs.twimg.com/media/E4NcBTSXwAE1CeY.jpg,2021-06-19 1:57:53,deportivo
147,Macri,Por sus declaraciones en Diario El Sol,https://t.co/apTUy3GqCX,https://pbs.twimg.com/media/E4M8v7zWUAI0i9M.png,2021-06-18 23:41:15,político
148,Escocia,Porque igualó con Inglaterra en la fase de grupos de la #EURO2020,https://t.co/eq04efQpke,https://pbs.twimg.com/media/E4MWjX8XIAIpWIL.jpg,2021-06-18 20:54:22,deportivo
149,Ibai,Porque anunció que compró los derechos de la #CopaAmerica y la transmitirá gratis para España en su canal de Twitch,https://t.co/x1gEOLv4Yg,https://pbs.twimg.com/media/E4MP6EIXwA8_vze.jpg,2021-06-18 20:25:21,aislado
150,AySA,Por la inauguración de un Banco Rojo contra la violencia de género,https://t.co/EqLFPPwIrl,https://pbs.twimg.com/media/E4MLtOBXIAgPlCB.jpg,2021-06-18 20:07:00,político
151,Taylor,Porque anunció el lanzamiento de #RedTaylorsVersion para el 19 de noviembre,https://t.co/ytKKRyIMme,https://pbs.twimg.com/media/E4LxM_hWYAAsZrA.jpg,2021-06-18 18:11:12,artístico
152,Honor,"Porque informan que Alberto Fernández demandará a Patricia Bullrich por 'daños contra el honor', tras no llegar a un acuerdo en la mediación",https://t.co/FikZbNMxla,https://pbs.twimg.com/media/E4LsdO9WQAEX8gX.jpg,2021-06-18 17:50:28,político
153,DanielSantoro,Porque informan que fue procesado por tentativa de extorsión,https://t.co/GgcpE9Zap0,https://pbs.twimg.com/media/EzXJyYaUcAISSPc.jpg,2021-06-18 16:01:00,político
154,Sinopharm,Por el anuncio de @Aerolineas_AR,https://t.co/ul2MAifE3r,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fwww.baenegocios.com%2F__export%2F1619472587435%2Fsites%2Fcronica%2Fimg%2F2021%2F04%2F26%2Fsinohparm.jpeg_1595070056.jpeg&f=1&nofb=1,2021-06-18 15:46:56,covid
155,Sosa,Por los comentarios sobre su pelo,https://t.co/tu9LAU2KNM,https://pbs.twimg.com/media/E4LQHxzWQAAXQSi.jpg,2021-06-18 15:46:39,aislado
156,PaulMcCartney,Porque cumple 79 años,https://t.co/3Z5OJjfftI,https://pbs.twimg.com/media/E4K6WKRXMAEyfbH.jpg,2021-06-18 14:11:31,conmemorativo
157,Élite,Porque su cuarta temporada ya está disponible en Netflix,https://t.co/4JtKZT7ESC,https://elrincondenetflix.com/wp-content/uploads/2020/02/elite-netflix-kbOB-1248x698@abc.jpg,2021-06-18 14:10:40,artístico
158,Kemba,Porque informan que Walker será jugador de Oklahoma City Thunder,https://t.co/oynIY8FRi3,https://pbs.twimg.com/media/E4K6DDVXwAE6N7i.jpg,2021-06-18 14:10:13,deportivo
159,Embarazadas,Porque ya pueden inscribirse para la vacunación contra el #COVID19 en la Ciudad de Buenos Aires,https://t.co/bYakaMj9WB,https://media.cdn.eldestapeweb.com/eldestape/062021/1623851816868.webp?cw=770&ch=440&extw=jpg,2021-06-18 14:09:41,covid
